,name,team,minutes
0,Jason Steele,Brighton,90.0
18,Kjell Scherpen,Brighton,0.0
19,Tom McGill,Brighton,0.0
24,Bart Verbruggen,Brighton,0.0
41,Scott Carson,Man City,0.0
51,Ederson Santana de Moraes,Man City,90.0
62,Stefan Ortega Moreno,Man City,0.0
74,Nick Pope,Newcastle,90.0
92,Loris Karius,Newcastle,0.0
94,Martin Dubravka,Newcastle,0.0
95,Karl Darlow,Newcastle,0.0
98,Mark Gillespie,Newcastle,0.0
101,Zack Steffen,Man City,0.0
124,Adrián San Miguel del Castillo,Liverpool,0.0
125,Hugo Lloris,Spurs,0.0
130,Guglielmo Vicario,Spurs,90.0
134,Alfie Whiteman,Spurs,0.0
136,Alisson Ramses Becker,Liverpool,90.0
148,Caoimhin Kelleher,Liverpool,0.0
149,Brandon Austin,Spurs,0.0
157,Fraser Forster,Spurs,0.0
167,Robin Olsen,Aston Villa,0.0
178,Emiliano Martínez Romero,Aston Villa,90.0
188,Viljami Sinisalo,Aston Villa,0.0
200,Aaron Ramsdale,Arsenal,0.0
223,Rúnar Alex Rúnarsson,Arsenal,0.0
224,David Raya Martin,Arsenal,90.0
227,Karl Hein,Arsenal,0.0
230,Joseph Anang,West Ham,0.0
241,Lukasz Fabianski,West Ham,0.0
246,Alphonse Areola,West Ham,90.0
258,Mark Flekken,Brentford,90.0
261,Matthew Cox,Brentford,0.0
277,Thomas Strakosha,Brentford,0.0
279,Ellery Balcombe,Brentford,0.0
297,George Shelvey,Nott'm Forest,0.0
311,Matt Turner,Nott'm Forest,90.0
322,Wayne Hennessey,Nott'm Forest,0.0
329,André Onana,Man Utd,90.0
331,Tom Heaton,Man Utd,0.0
345,Ethan Horvath,Nott'm Forest,0.0
395,Sam Johnstone,Crystal Palace,90.0
396,Thomas Kaminski,Luton,90.0
397,Matija Šarkić,Wolves,0.0
398,Tom King,Wolves,0.0
403,Matt Macey,Luton,0.0
405,Vicente Guaita,Crystal Palace,0.0
415,Remi Matthews,Crystal Palace,0.0
446,Jack Walton,Luton,0.0
451,James Shea,Luton,0.0
455,James Trafford,Burnley,90.0
461,Andy Lonergan,Everton,0.0
466,Bailey Peacock-Farrell,Burnley,0.0
469,Arijanet Muric,Burnley,0.0
481,Daniel Bentley,Wolves,0.0
486,Dean Henderson,Crystal Palace,0.0
498,Jordan Pickford,Everton,90.0
501,José Malheiro de Sá,Wolves,90.0
505,Lawrence Vigouroux,Burnley,0.0
517,Joe Whitworth,Crystal Palace,0.0
518,João Neves Virgínia,Everton,0.0
532,Darren Randolph,Bournemouth,0.0
537,Wes Foderingham,Sheffield Utd,90.0
538,Kepa Arrizabalaga,Chelsea,0.0
542,Mark Travers,Bournemouth,0.0
544,Adam Davies,Sheffield Utd,0.0
555,Marcus Bettinelli,Chelsea,0.0
557,Norberto Murara Neto,Bournemouth,90.0
570,Ionuț Radu,Bournemouth,0.0
571,Jordan Amissah,Sheffield Utd,0.0
581,Robert Sánchez,Chelsea,90.0
608,Bernd Leno,Fulham,90.0
617,Marek Rodák,Fulham,0.0
641,Gabriel Słonina,Chelsea,0.0
654,Lucas Bergström,Chelsea,0.0
655,Denis Franchi,Burnley,0.0
