,name,team,minutes
0,Jason Steele,Brighton,90.0
12,Bart Verbruggen,Brighton,0.0
21,Kjell Scherpen,Brighton,0.0
28,Tom McGill,Brighton,0.0
40,Mark Gillespie,Newcastle,0.0
44,Loris Karius,Newcastle,0.0
47,Nick Pope,Newcastle,90.0
48,Martin Dubravka,Newcastle,0.0
65,Karl Darlow,Newcastle,0.0
87,Robin Olsen,Aston Villa,0.0
99,Viljami Sinisalo,Aston Villa,0.0
102,Emiliano Martínez Romero,Aston Villa,90.0
106,Caoimhin Kelleher,Liverpool,0.0
120,Adrián San Miguel del Castillo,Liverpool,0.0
128,Hugo Lloris,Spurs,0.0
135,Guglielmo Vicario,Spurs,90.0
150,Alisson Ramses Becker,Liverpool,90.0
151,Alfie Whiteman,Spurs,0.0
155,Fraser Forster,Spurs,0.0
160,Brandon Austin,Spurs,0.0
165,Scott Carson,Man City,0.0
172,Ederson Santana de Moraes,Man City,0.0
181,Stefan Ortega Moreno,Man City,90.0
182,Zack Steffen,Man City,0.0
196,David Raya Martin,Arsenal,90.0
201,Rúnar Alex Rúnarsson,Arsenal,0.0
214,Aaron Ramsdale,Arsenal,0.0
225,Karl Hein,Arsenal,0.0
226,Joseph Anang,West Ham,0.0
230,Alphonse Areola,West Ham,90.0
248,Lukasz Fabianski,West Ham,0.0
263,Ellery Balcombe,Brentford,0.0
267,Matthew Cox,Brentford,0.0
270,Mark Flekken,Brentford,90.0
272,Thomas Strakosha,Brentford,0.0
276,Marcus Bettinelli,Chelsea,0.0
282,Kepa Arrizabalaga,Chelsea,0.0
297,Robert Sánchez,Chelsea,90.0
306,Andy Lonergan,Everton,0.0
313,Jordan Pickford,Everton,90.0
317,João Neves Virgínia,Everton,0.0
347,James Trafford,Burnley,90.0
351,Lawrence Vigouroux,Burnley,0.0
358,Arijanet Muric,Burnley,0.0
360,Bailey Peacock-Farrell,Burnley,0.0
364,Lucas Bergström,Chelsea,0.0
386,Gabriel Słonina,Chelsea,0.0
403,Daniel Bentley,Wolves,0.0
413,Matija Šarkić,Wolves,0.0
423,Tom King,Wolves,0.0
424,Tom Heaton,Man Utd,0.0
437,André Onana,Man Utd,90.0
446,José Malheiro de Sá,Wolves,90.0
474,Denis Franchi,Burnley,0.0
483,Matt Turner,Nott'm Forest,90.0
486,George Shelvey,Nott'm Forest,0.0
491,Ethan Horvath,Nott'm Forest,0.0
496,Wayne Hennessey,Nott'm Forest,0.0
500,Sam Johnstone,Crystal Palace,90.0
506,Remi Matthews,Crystal Palace,0.0
510,Vicente Guaita,Crystal Palace,0.0
516,Dean Henderson,Crystal Palace,0.0
542,Bernd Leno,Fulham,90.0
544,Joe Whitworth,Crystal Palace,0.0
555,Marek Rodák,Fulham,0.0
568,Jordan Amissah,Sheffield Utd,0.0
578,Wes Foderingham,Sheffield Utd,90.0
580,Adam Davies,Sheffield Utd,0.0
595,Thomas Kaminski,Luton,90.0
602,Matt Macey,Luton,0.0
606,James Shea,Luton,0.0
618,Jack Walton,Luton,0.0
627,Mark Travers,Bournemouth,0.0
634,Ionuț Radu,Bournemouth,0.0
645,Norberto Murara Neto,Bournemouth,90.0
647,Darren Randolph,Bournemouth,0.0
