,name,team,minutes
5,Julián Álvarez,Man City,67.0
25,Erling Haaland,Man City,90.0
44,Ollie Watkins,Aston Villa,89.0
62,Wesley Moraes Ferreira da Silva,Aston Villa,0.0
63,Jhon Durán,Aston Villa,1.0
75,Cody Gakpo,Liverpool,85.0
79,Keinan Davis,Aston Villa,0.0
80,Darwin Núñez Ribeiro,Liverpool,23.0
110,Alexander Isak,Newcastle,90.0
112,Callum Wilson,Newcastle,0.0
134,Evan Ferguson,Brighton,21.0
147,João Pedro Junqueira de Jesus,Brighton,68.0
151,Deniz Undav,Brighton,0.0
155,Aaron Connolly,Brighton,0.0
158,Andi Zeqiri,Brighton,0.0
160,Danny Welbeck,Brighton,0.0
170,Gabriel Fernando de Jesus,Arsenal,90.0
171,Folarin Balogun,Arsenal,0.0
174,Eddie Nketiah,Arsenal,0.0
206,Dane Scarlett,Spurs,0.0
218,Alejo Véliz,Spurs,2.0
230,Harry Kane,Spurs,0.0
237,Pierre-Emerick Aubameyang,Chelsea,0.0
249,Mason Burstow,Chelsea,0.0
251,Christopher Nkunku,Chelsea,0.0
254,David Datro Fofana,Chelsea,0.0
260,Romelu Lukaku Bolingoli,Chelsea,0.0
263,Nicolas Jackson,Chelsea,90.0
266,Armando Broja,Chelsea,13.0
282,Danny Ings,West Ham,0.0
287,Divin Mubama,West Ham,0.0
291,Michail Antonio,West Ham,0.0
292,Gianluca Scamacca,West Ham,0.0
317,Halil Dervişoğlu,Brentford,0.0
329,Ivan Toney,Brentford,0.0
335,Yoane Wissa,Brentford,50.0
346,Sasa Kalajdzic,Wolves,0.0
352,Matheus Santos Carneiro Da Cunha,Wolves,86.0
371,Fábio Silva,Wolves,0.0
376,Wout Weghorst,Burnley,0.0
394,Jay Rodriguez,Burnley,90.0
396,Zeki Amdouni,Burnley,90.0
397,Lyle Foster,Burnley,0.0
400,Michael Obafemi,Burnley,0.0
409,Deivid Washington de Souza Eugênio,Chelsea,0.0
411,Youssef Ramalho Chermiti,Everton,0.0
416,Thomas Cannon,Everton,0.0
419,Neal Maupay,Brentford,90.0
433,Ellis Simms,Everton,0.0
435,Rasmus Højlund,Man Utd,83.0
442,Dominic Calvert-Lewin,Everton,84.0
461,Anthony Martial,Man Utd,0.0
469,Antoine Semenyo,Bournemouth,61.0
470,Hwang Ui-jo,Nott'm Forest,0.0
483,Emmanuel Dennis,Nott'm Forest,0.0
488,Chris Wood,Nott'm Forest,32.0
522,Shola Shoretire,Man Utd,0.0
527,Kieffer Moore,Bournemouth,2.0
542,Taiwo Awoniyi,Nott'm Forest,0.0
544,Sam Surridge,Nott'm Forest,0.0
550,Dominic Solanke,Bournemouth,87.0
557,Jay Stansfield,Fulham,0.0
563,Aleksandar Mitrović,Fulham,0.0
568,Raúl Jiménez,Fulham,78.0
574,Cameron Archer,Sheffield Utd,90.0
575,Carlos Vinícius Alves Morais,Fulham,11.0
582,Rodrigo Muniz Carvalho,Fulham,0.0
586,Admiral Muskwe,Luton,0.0
589,Joe Taylor,Luton,0.0
593,John McAtee,Luton,0.0
595,Carlton Morris,Luton,29.0
597,Aribim Pepple,Luton,0.0
607,Jacob Brown,Luton,60.0
611,Chiedozie Ogbene,Luton,28.0
618,Jean-Philippe Mateta,Crystal Palace,4.0
619,Cauley Woodrow,Luton,0.0
622,John-Kymani Gordon,Crystal Palace,0.0
638,Luke Plange,Crystal Palace,0.0
640,Elijah Adebayo,Luton,60.0
645,Odsonne Edouard,Crystal Palace,90.0
655,Louie Marsh,Sheffield Utd,0.0
658,Antwoine Hackford,Sheffield Utd,0.0
666,Iliman Ndiaye,Sheffield Utd,0.0
667,Daniel Jebbison,Sheffield Utd,0.0
668,Bénie Traoré,Sheffield Utd,15.0
670,William Osula,Sheffield Utd,74.0
671,Oliver McBurnie,Sheffield Utd,0.0
680,Rhian Brewster,Sheffield Utd,0.0
