,name,team,minutes
14,Tom McGill,Brighton,0.0
15,Kjell Scherpen,Brighton,0.0
25,Bart Verbruggen,Brighton,90.0
60,Robin Olsen,Aston Villa,90.0
61,Emiliano Martínez Romero,Aston Villa,0.0
69,Ellery Balcombe,Brentford,0.0
74,Karl Darlow,Newcastle,0.0
80,Mark Flekken,Brentford,90.0
81,Mark Gillespie,Newcastle,0.0
82,Martin Dubravka,Newcastle,0.0
89,Matthew Cox,Brentford,0.0
95,Nick Pope,Newcastle,90.0
105,Viljami Sinisalo,Aston Villa,0.0
109,Thomas Strakosha,Brentford,0.0
123,Loris Karius,Newcastle,0.0
141,Fraser Forster,Spurs,0.0
145,Brandon Austin,Spurs,0.0
152,Stefan Ortega Moreno,Man City,0.0
153,George Shelvey,Nott'm Forest,0.0
154,Zack Steffen,Man City,0.0
161,Aaron Ramsdale,Arsenal,90.0
179,Matt Turner,Nott'm Forest,90.0
185,Wayne Hennessey,Nott'm Forest,0.0
214,Ethan Horvath,Nott'm Forest,0.0
217,David Raya Martin,Arsenal,0.0
226,Rúnar Alex Rúnarsson,Arsenal,0.0
230,Marcus Bettinelli,Chelsea,0.0
238,Mark Travers,Bournemouth,0.0
242,Ionuț Radu,Bournemouth,0.0
243,Norberto Murara Neto,Bournemouth,90.0
253,Robert Sánchez,Chelsea,90.0
261,Karl Hein,Arsenal,0.0
263,Kepa Arrizabalaga,Chelsea,0.0
278,Darren Randolph,Bournemouth,0.0
289,Tom Heaton,Man Utd,0.0
290,Tom King,Wolves,0.0
292,Wes Foderingham,Sheffield Utd,90.0
326,Daniel Bentley,Wolves,0.0
339,Adam Davies,Sheffield Utd,0.0
346,Matija Šarkić,Wolves,0.0
359,Jordan Amissah,Sheffield Utd,0.0
360,André Onana,Man Utd,90.0
361,José Malheiro de Sá,Wolves,90.0
367,Bailey Peacock-Farrell,Burnley,0.0
371,Arijanet Muric,Burnley,0.0
381,Lawrence Vigouroux,Burnley,0.0
387,James Trafford,Burnley,90.0
401,Filip Marschall,Aston Villa,0.0
404,Radek Vítek,Man Utd,0.0
