,name,team,minutes
6,Loris Karius,Newcastle,0.0
17,Karl Darlow,Newcastle,0.0
29,Martin Dubravka,Newcastle,0.0
32,Mark Gillespie,Newcastle,0.0
35,Nick Pope,Newcastle,90.0
36,Jason Steele,Brighton,90.0
50,Robin Olsen,Aston Villa,0.0
52,Emiliano Martínez Romero,Aston Villa,90.0
57,Viljami Sinisalo,Aston Villa,0.0
79,Kjell Scherpen,Brighton,0.0
84,Bart Verbruggen,Brighton,0.0
89,Tom McGill,Brighton,0.0
114,Hugo Lloris,Spurs,0.0
121,Adrián San Miguel del Castillo,Liverpool,0.0
134,Guglielmo Vicario,Spurs,90.0
138,Caoimhin Kelleher,Liverpool,0.0
144,Alfie Whiteman,Spurs,0.0
155,Alisson Ramses Becker,Liverpool,90.0
159,Fraser Forster,Spurs,0.0
165,Brandon Austin,Spurs,0.0
172,Ederson Santana de Moraes,Man City,90.0
175,Scott Carson,Man City,0.0
182,Stefan Ortega Moreno,Man City,0.0
183,Zack Steffen,Man City,0.0
196,David Raya Martin,Arsenal,90.0
207,Rúnar Alex Rúnarsson,Arsenal,0.0
212,Aaron Ramsdale,Arsenal,0.0
219,Karl Hein,Arsenal,0.0
228,Joseph Anang,West Ham,0.0
232,Alphonse Areola,West Ham,90.0
240,Lukasz Fabianski,West Ham,0.0
259,Ellery Balcombe,Brentford,0.0
262,Mark Flekken,Brentford,90.0
273,Matthew Cox,Brentford,0.0
277,Thomas Strakosha,Brentford,0.0
288,Robert Sánchez,Chelsea,90.0
295,Kepa Arrizabalaga,Chelsea,0.0
296,Marcus Bettinelli,Chelsea,0.0
301,Lucas Bergström,Chelsea,0.0
332,Gabriel Słonina,Chelsea,0.0
347,Daniel Bentley,Wolves,0.0
348,Matija Šarkić,Wolves,0.0
350,André Onana,Man Utd,90.0
376,Tom King,Wolves,0.0
377,Tom Heaton,Man Utd,0.0
382,José Malheiro de Sá,Wolves,90.0
400,João Neves Virgínia,Everton,0.0
403,Jordan Pickford,Everton,90.0
415,Andy Lonergan,Everton,0.0
418,George Shelvey,Nott'm Forest,0.0
425,Ethan Horvath,Nott'm Forest,0.0
426,Matt Turner,Nott'm Forest,90.0
450,Wayne Hennessey,Nott'm Forest,0.0
469,James Shea,Luton,0.0
477,Arijanet Muric,Burnley,0.0
479,James Trafford,Burnley,90.0
501,Lawrence Vigouroux,Burnley,0.0
504,Matt Macey,Luton,0.0
507,Thomas Kaminski,Luton,90.0
512,Bailey Peacock-Farrell,Burnley,0.0
527,Jack Walton,Luton,0.0
556,Jordan Amissah,Sheffield Utd,0.0
557,Adam Davies,Sheffield Utd,0.0
562,Wes Foderingham,Sheffield Utd,90.0
578,Vicente Guaita,Crystal Palace,0.0
581,Joe Whitworth,Crystal Palace,0.0
590,Bernd Leno,Fulham,90.0
591,Remi Matthews,Crystal Palace,0.0
599,Marek Rodák,Fulham,0.0
606,Dean Henderson,Crystal Palace,0.0
615,Sam Johnstone,Crystal Palace,90.0
616,Denis Franchi,Burnley,0.0
627,Mark Travers,Bournemouth,0.0
635,Darren Randolph,Bournemouth,0.0
652,Norberto Murara Neto,Bournemouth,0.0
653,Ionuț Radu,Bournemouth,90.0
