,name,team,minutes
14,Jhon Durán,Aston Villa,0.0
36,Callum Wilson,Newcastle,61.0
59,Wesley Moraes Ferreira da Silva,Aston Villa,0.0
60,Ollie Watkins,Aston Villa,90.0
61,Alexander Isak,Newcastle,0.0
65,Keinan Davis,Aston Villa,0.0
76,Darwin Núñez Ribeiro,Liverpool,90.0
86,Cody Gakpo,Liverpool,24.0
101,Deniz Undav,Brighton,0.0
105,Gabriel Fernando de Jesus,Arsenal,0.0
107,Folarin Balogun,Arsenal,0.0
115,Evan Ferguson,Brighton,67.0
122,Eddie Nketiah,Arsenal,78.0
139,João Pedro Junqueira de Jesus,Brighton,45.0
152,Aaron Connolly,Brighton,0.0
155,Danny Welbeck,Brighton,0.0
157,Andi Zeqiri,Brighton,0.0
163,Dane Scarlett,Spurs,0.0
165,Alejo Véliz,Spurs,0.0
193,Julián Álvarez,Man City,70.0
209,Harry Kane,Spurs,0.0
215,Erling Haaland,Man City,45.0
235,Ivan Toney,Brentford,0.0
236,Yoane Wissa,Brentford,88.0
245,Halil Dervişoğlu,Brentford,0.0
265,Michail Antonio,West Ham,63.0
275,Danny Ings,West Ham,26.0
279,Gianluca Scamacca,West Ham,0.0
284,Divin Mubama,West Ham,0.0
294,Sasa Kalajdzic,Wolves,60.0
297,Fábio Silva,Wolves,9.0
316,Pierre-Emerick Aubameyang,Chelsea,0.0
325,Matheus Santos Carneiro Da Cunha,Wolves,90.0
329,Thomas Cannon,Everton,0.0
331,Youssef Ramalho Chermiti,Everton,0.0
335,Mason Burstow,Chelsea,0.0
339,Rasmus Højlund,Man Utd,78.0
351,Romelu Lukaku Bolingoli,Chelsea,0.0
354,Armando Broja,Chelsea,0.0
365,Neal Maupay,Brentford,90.0
367,Nicolas Jackson,Chelsea,90.0
368,David Datro Fofana,Chelsea,0.0
374,Ellis Simms,Everton,0.0
375,Christopher Nkunku,Chelsea,0.0
381,Cameron Archer,Sheffield Utd,90.0
382,Dominic Calvert-Lewin,Everton,89.0
392,Anthony Martial,Man Utd,11.0
394,Shola Shoretire,Man Utd,0.0
431,Chiedozie Ogbene,Luton,79.0
437,Chris Wood,Nott'm Forest,0.0
438,Hwang Ui-jo,Nott'm Forest,0.0
442,Jacob Brown,Luton,11.0
447,Wout Weghorst,Burnley,0.0
449,Zeki Amdouni,Burnley,77.0
465,Emmanuel Dennis,Nott'm Forest,0.0
472,Admiral Muskwe,Luton,0.0
476,Taiwo Awoniyi,Nott'm Forest,81.0
478,Elijah Adebayo,Luton,15.0
487,Sam Surridge,Nott'm Forest,0.0
494,Carlton Morris,Luton,74.0
498,Lyle Foster,Burnley,0.0
500,Aribim Pepple,Luton,0.0
507,Jay Rodriguez,Burnley,90.0
516,John McAtee,Luton,0.0
518,Joe Taylor,Luton,0.0
523,Michael Obafemi,Burnley,0.0
533,Cauley Woodrow,Luton,0.0
544,Dominic Solanke,Bournemouth,84.0
559,Antoine Semenyo,Bournemouth,19.0
560,Kieffer Moore,Bournemouth,0.0
575,Luke Plange,Crystal Palace,0.0
576,Aleksandar Mitrović,Fulham,0.0
587,Louie Marsh,Sheffield Utd,0.0
597,Antwoine Hackford,Sheffield Utd,0.0
599,Raúl Jiménez,Fulham,1.0
601,Carlos Vinícius Alves Morais,Fulham,14.0
605,Rodrigo Muniz Carvalho,Fulham,75.0
611,Odsonne Edouard,Crystal Palace,85.0
622,Jean-Philippe Mateta,Crystal Palace,0.0
631,John-Kymani Gordon,Crystal Palace,0.0
632,Jay Stansfield,Fulham,0.0
636,William Osula,Sheffield Utd,0.0
644,Oliver McBurnie,Sheffield Utd,0.0
645,Bénie Traoré,Sheffield Utd,0.0
647,Rhian Brewster,Sheffield Utd,45.0
652,Iliman Ndiaye,Sheffield Utd,0.0
653,Daniel Jebbison,Sheffield Utd,0.0
663,Ademola Ola-Adebomi,Crystal Palace,0.0
675,Deivid Washington de Souza Eugênio,Chelsea,0.0
677,Divock Origi,Nott'm Forest,57.0
689,Jamie Donley,Spurs,0.0
703,Nathan Fraser,Wolves,0.0
706,Norberto Bercique Gomes Betuncal,Everton,81.0
711,Ronnie Stutter,Chelsea,0.0
