,name,team,minutes
2,Steven Benda,Fulham,0
6,Scott Carson,Man City,0
16,Ederson Santana de Moraes,Man City,1
27,Zack Steffen,Man City,0
28,Stefan Ortega Moreno,Man City,0
43,Emiliano Martínez Romero,Aston Villa,1
62,Viljami Sinisalo,Aston Villa,0
63,Robin Olsen,Aston Villa,0
76,Alisson Ramses Becker,Liverpool,1
89,Adrián San Miguel del Castillo,Liverpool,0
100,Caoimhin Kelleher,Liverpool,0
128,Loris Karius,Newcastle,0
129,Mark Gillespie,Newcastle,0
130,Nick Pope,Newcastle,1
132,Karl Darlow,Newcastle,0
133,Martin Dubravka,Newcastle,0
134,Jason Steele,Brighton,0
135,Karl Hein,Arsenal,0
139,Rúnar Alex Rúnarsson,Arsenal,0
151,Aaron Ramsdale,Arsenal,1
165,David Raya Martin,Arsenal,0
173,Tom McGill,Brighton,0
183,Kjell Scherpen,Brighton,0
194,Bart Verbruggen,Brighton,1
203,Alfie Whiteman,Spurs,0
204,Brandon Austin,Spurs,0
207,Guglielmo Vicario,Spurs,1
208,Fraser Forster,Spurs,0
211,Hugo Lloris,Spurs,0
238,Djordje Petrovic,Chelsea,1
244,Oliwier Zych,Aston Villa,0
246,Eddie Beach,Chelsea,0
257,Robert Sánchez,Chelsea,1
260,Kepa Arrizabalaga,Chelsea,0
262,Marcus Bettinelli,Chelsea,0
265,Lucas Bergström,Chelsea,0
266,Joseph Anang,West Ham,0
267,Filip Marschall,Aston Villa,0
274,Lukasz Fabianski,West Ham,0
287,Gabriel Słonina,Chelsea,0
295,Alphonse Areola,West Ham,1
329,Thomas Strakosha,Brentford,0
335,Mark Flekken,Brentford,1
342,Matthew Cox,Brentford,0
346,Ellery Balcombe,Brentford,0
374,Matija Šarkić,Wolves,0
381,Daniel Bentley,Wolves,0
385,Tom King,Wolves,0
390,José Malheiro de Sá,Wolves,1
403,Andy Lonergan,Everton,0
413,João Neves Virgínia,Everton,0
418,Jordan Pickford,Everton,1
422,George Shelvey,Nott'm Forest,0
429,Matt Turner,Nott'm Forest,0
445,Wayne Hennessey,Nott'm Forest,0
450,Ethan Horvath,Nott'm Forest,0
474,Tom Heaton,Man Utd,0
485,André Onana,Man Utd,1
499,Remi Matthews,Crystal Palace,0
503,Sam Johnstone,Crystal Palace,1
506,Altay Bayindir,Man Utd,0
510,Vicente Guaita,Crystal Palace,0
515,Tim Krul,Luton,0
517,Dean Henderson,Crystal Palace,0
541,Joe Whitworth,Crystal Palace,0
565,Ionuț Radu,Bournemouth,0
566,Darren Randolph,Bournemouth,0
568,Norberto Murara Neto,Bournemouth,1
569,Mark Travers,Bournemouth,0
582,Lawrence Vigouroux,Burnley,0
583,James Trafford,Burnley,1
594,Arijanet Muric,Burnley,0
598,Bailey Peacock-Farrell,Burnley,0
621,Thomas Kaminski,Luton,1
625,Matt Macey,Luton,0
636,Jack Walton,Luton,0
647,James Shea,Luton,0
651,Adam Davies,Sheffield Utd,0
657,Jordan Amissah,Sheffield Utd,0
658,Wes Foderingham,Sheffield Utd,1
679,Bernd Leno,Fulham,1
683,Marek Rodák,Fulham,0
703,Denis Franchi,Burnley,0
712,Odysseas Vlachodimos,Nott'm Forest,0
717,Radek Vítek,Man Utd,0
